reff_id;coroner_name;report_sent_to;coroner_concerns;;;;;;;
Ref: 2023-0071;Nigel Parsley;National Police Chiefsí Council;During the course of the investigation my inquiries revealed matters giving rise to concern. In my opinion there is a risk that future deaths could occur unless action is taken. In the circumstances it is my statutory duty to report to you.MATTERS OF CONCERN are as follows:Evidence was heard from police officers from both the Metropolitan Police and Suffolk Constabulary.The officers provided evidence of the details they respectively held regarding the missing person investigation surrounding Anthonys disappearance from London and subsequent death.It was clear that crucial information (that Anthony had a rope in his possession, and a collapsible bicycle providing a secondary form of transport) was not passed between the Metropolitan Police and Suffolk Constabulary.†It was heard that there was no set format, or prescribed information requirements to be shared by officers reporting missing persons between one force and another. Investigating officers in the Metropolitan police spoke to the Suffolk Constabulary control room, whose staff logged what they were told onto the CAD record. This information was then relayed to the officers on the ground.†Witnesses in this case stated that there is no standardised information sharing requirement or protocol for cross border missing persons investigations (including missing persons with suicidal ideation).†I am concerned that, as there is no standardised information sharing requirements or protocols in such cases, in the future a force receiving details of a suicidal missing person may also not be informed that an individual has taken a means of suicide with them. In addition, other important information that may assist in the search for that person may also not be passed.;;;;;;;
Ref: 2022-0406;Louise Hunt;"Hereford and Worcester Health and Care NHS Trust and Hereford and Worcestershire ICB
";N/A;;;;;;;
Ref: 2022-0398;Penelope Schofield;Sussex Police and Police and Crime Commissioner;N/A;;;;;;;
Ref: 2022-0408;Paul Marks;NHS England, Chief Coroner, Royal College of Psychiatrists, Royal College of Nursing, NHS Scotland and NHS Northern Ireland;During the course of the inquest the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to report to you.The MATTERS OF CONCERN are as follows. There was a failure at Hull Royal Infirmary to understand the process of implementing Section 5(2) of the Mental Health act 1983 [MHA] (Doctors Holding Power) as well as general uncertainty about its significance and effect. Mollie absconded from the ward whilst apparently under this section. The paperwork for the implementation of this section of the MHA 1983 was in fact not properly completed and hence invalid. Whilst the Hull &amp;;;;;;;
Ref: 2023-0034;Fiona Butler;Inmind Healthcare Group;During the course of the investigation my inquiries revealed matters giving rise to concern. In my opinion there is a risk that future deaths could occur unless action is taken. In the circumstances it is my statutory duty to report to you.†The MATTERS OF CONCERN are as follows: (brief summary of matters of concern) Emergency Response†I heard during the course of the inquest that when an alarm sounded staff would attend the location of the alarm, assess the situation and then go and collect what equipment may be necessary to deal with the emergency.†At the time of Samanthas death there was only 1 emergency bag for the entire hospital (which had 2 wards and separate self-contained flats on the site). This has now been rectified and there is an emergency bag for every ward.†Staff partake in a drill and evidence provided to me for the purposes of Regulation 28 showed that response times of staff remain at 2 minutes to a patients side.†However, I was told that the emergency response still has staff attend a patient, assess and then go and collect the emergency bag, rather than taking it immediately to the patients side.†I was provided with evidence for the purposes of Regulation 28 by Inmind Healthcare Group which showed, for example, that in December of 2022 there were 64 incidents, 45 of which were self-harm, 2 of which were clinical incidents. 16 resulted in actual harm and a large number of those incidents concerned patients ligating.†To continue with an emergency response which delays the provision of life saving equipment to the patients side is unsafe and in my opinion could lead to future deaths.†The delay in providing CPR to Samantha on balance had no causative effect on her death, but it could for another patient.† Observation Policy†At the time of Samanthas death observations were conducted and recorded in a predictable and prescriptive way by healthcare staff. The quality of observations recorded at the time of Samanthas death were such that they did not accord with the expectation of the policy and merely recorded where the patient was and what they were doing.†Effective observations were acknowledged as being a vital tool to assess and manage the risk of a patient.†Inmind Healthcare Groups new observation Policy states:†òObservations are a therapeutic intervention aimed at reducing factors which contribute to increased risk and promoting recovery. The use of enhanced observation levels should never be regarded as routine practice¶¶.Observation practice must focus on engaging the person therapeutically and enabling them to address their difficulties constructively. Our interactions must seek to create rapport which allows those in our care to feel valued and safe to share their experiences with us.†Since Samanthas death changes have been made by Inmind Healthcare Group to their policy and practice, in that observations are now recorded at the precise time they are conducted and are infrequent in their predictability (eg: hourly observation should be conducted once hourly rather than on the hour every hour).†Evidence of recent observation records demonstrated that this was now practice.†However, there was a disconnect between the new policy and the pre-printed forms being used to record observations;;;;;;;
Ref: 2022-0417;Crispin Oliver;HM Prison and Probation Service;During the course of the investigation my inquiries revealed matters giving rise to concern. In my opinion there is a risk that future deaths could occur unless action is taken. In the circumstances it is my statutory duty to report to you.†The MATTERS OF CONCERN are as follows:Between his arrival in SACU at 137 on 10 July 2020 and his being discovered self suspended with a ligature at 145 on 11 July 2020 there, Michael was subject to a 3 man unlock.On the morning of 11 July, a Saturday, there were 3 officers on duty on SACU. This did permit his cell to be unlocked for a meal to be delivered and for a cursory one and a half minute conversation with a nurse that fell short, on her evidence, of an actual medical examination.On the afternoon of 11 July there were only one or (briefly) two officers on SACU duty per the staff duty log, albeit, as CCTV footage shows, more officers did attend intermittently for specific tasks. The SACU staff duty log shows only one officer on duty for the whole afternoon to 100. In any event medical assessments of Michael were not undertaken at any stage while he was on SACU, the reason being given that he was on three man unlock. It appears that there were never sufficient staff available for a dedicated medical assessment to be undertaken. This notwithstanding that evidence from prison officers and a nurse was that during the course of the afternoon Michale`s presentation had becomeú</em>angrier<em>ùandú</em>bizarre<em>ù</em>. In fact, it is now known, he had been ingesting toxic amounts, an unlicensed drug, he had secreted into the prison (his being detected at reception as plugged led him to SACU).†††††††† is a highly potent††††††††† which effects judgement and lowers inhibitions. The jury subsequently concluded that the absence of medical, and mental health, assessments, and the use of the†††††††††††††††††††††††††† (which was never diagnosed), contributed to the Michael`s death.From 100, when patrol state commenced, there was clearly only one officer on duty and present. When she discovered Michael self suspended that officer made a perfectly defensible dynamic assessment, electing not to enter the cell unsupported. She made ready to enter for when back up arrived. In the event, partly because there was another discipline incident unfolding on a different wing, this took 2-3 minutes. There were only 16 prison officers available while on patrol state across the entire prison, and they were already at full stretch, and probably beyond it (the Tactical Resources Unit from Doncaster were en route).The evidence was that without knowing precisely when Michael self-suspended any such delay could not be held, on a balance of probabilities, to have entered the chain of causation death. However, the fact remains that there was a delay consequent to Michael being on a three man unlock but there being only a single officer available on SACU while in patrol state. It is reasonable to conjecture that this could have made the difference between life and death in this case, and the repetition of these circumstances could well do so in future.In your response dated 15 November 2021 to the Regulation 28 report of HM Assistant Coroner James Thompson of 21 September 2021 following the Inquest into the death of Charlie Brian Todd at HMP Durham, you wrote, amongst other things:†<em>ú</em>There is clear management oversight of the SACU<em>ù</em>.†This is not what the evidence in the instance case showed. Rather, what it made clear was that:†1) the SACU staff log plus CCTV further demonstrated that HMAC Thompson`s point to you thatú</em>officers, including officers not posted to SACU, but covering for a shift, were required to allocate various task between themselves on an ad-hoc basis<em>ùwas an ongoing problem, and this appears to be still ongoing;;;;;;;
N/A;N/A;N/A;During the course of the inquest the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to report to you.The MATTERS OF CONCERN are as follows. 1) [REDACTED] 2) [REDACTED] ;;;;;;;
Ref: 2023-0012;Caroline Saunders;Aneurin Bevan University Health Board;The MATTERS OF CONCERN are as follows:   Lucy Amanda Jones was admitted to Talygarn Ward at The County Hospital Pontypool in December 2019 under Section 2 of the Mental Health Act. On discharge from hospital, she was placed on the waiting list for Cognitive Behavioural Therapy (CBT). In evidence provided by her General Practitioner, I was informed that Lucy was still waiting for CBT at the time of her death in March 202 †  Following Lucys death a concise review of the care she had received from the mental health team was undertaken. The review noted that following a consultant review in January 2022, Lucy was due to be followed up in the community within 2 weeks, but that in fact she was not seen again prior to her death. The Community Psychiatric Nurse (CPN) attempted to make contact by phone on only 2 occasions and did not speak to Lucy. The CPN was apparently reassured by Lucys housemate, who had no concerns for Lucy.No efforts were made to úcold callù when Lucy could not be contacted.;;;;;;;
Ref: 2023-0016;Sean Cummings;"Bedfordshire Police Chief Constable and His Majestyís Inspectorate of Constabulary and Fire and Rescue Services
";During the course of the investigation my inquiries revealed matters giving rise to concern. In my opinion there is a risk that future deaths could occur unless action is taken. In the circumstances it is my statutory duty to report to you.†The MATTERS OF CONCERN are as follows:Sean Duignan was arrested on the 29th May 2021 and taken to Milton Keynes Police Station where he was detained and released under investigation the next day, Sunday 30th. That seems to have been a likely trigger for Sean to take his own life.The next day he was on leave and went to the Luton Airport Police base where the Southern Armoury was located. He was the Armed Response base sergeant.Sean entered the equipment room, where the manual override keys to the armoury were located in a locked box secured by a PIN. Officer [REDACTED] who were present in the equipment room said Sean appeared startled to find them there. He remained cheerful and engaged in cheeky banter†[REDACTED] was of the view that Sean entered so that he could access the armoury key.Sean, discovering his access to the override key was blocked asked one of the officers to second him into the armoury. By chance, it was†[REDACTED] who agreed and went with Sean to the armoury. She had been given single access by error systems failure some time previously. Sean applied his armoury and entered his PIN. It failed. [REDACTED] and used her card and PIN. Because she was allowed  incorrectly  single access, the door opened and she let Sean in where he retrieved a handgun and ammunition. Had [REDACTED] any other officer at base known that Seans access had been restricted she would not, I amcertain, have allowed him entry.There was a serious failure by senior management to effectively and safely manage the South Base Armoury. All the base officers who gave evidence before me told me the armoury system, which they referred to as Chronicle, repeatedly and randomly failed. These multiple failures were, according to [REDACTED] not communicated effectively to her. She agreed that she did not herself make any further detailed enquiry instead relying on her Operational Inspector to manage the issue and/or to feed back as appropriate.The computerised system controlling the access to the armoury at South Base included a number of different parts including the server, the software, the Chronicle system itself, the card readers etc. The system as a whole repeatedly failed. There was no effective ongoing monitoring of the system. CI Rowley Smith agreed that thesystem did not work properly and the monitoring system did not work properly. As part of a fail safe to ensure that officers who needed weapons could obtain them if the computerised system failed, an armoury override key was kept in a locked box, secured by a PIN, in the equipment room. All officers giving evidence before me agreed that the PIN number was common knowledge.The fact that the PIN number was common knowledge meant potentially that any one of the officers working at the base had unfettered access to the armoury [REDACTED]. The fact that the access was not abused by the officers was due wholly to their trustworthiness and professionalism. On this occasion, Sean sought access to the armoury via the key but was thwarted by both PC being present in the equipment room. Unfettered access to the armoury meant that rogue officers (of whom luckily there were none) could potentially have had access to weapons for the purposes of criminality, suicide (as in Seans case) or homicide.Overall, I find the lax approach to safety and security in the South Base armoury by senior management, who were responsible, to be extraordinary.†[REDACTED] agreed that the armoury was an unsafe environment.In the interval between Seans death and the Inquest some 18 months later, I was not reassured that effective action had been taken to secure the armoury. Immediately post Inquest some reassurance was provided but gaps remained.;;;;;;;
Ref: 2023-0027;Mary Hassell;East London Foundation Trust;During the course of the inquest, the evidence revealed matters giving rise to concern. In my opinion, there is a risk that future deaths will occur unless action is taken. In the circumstances, it is my statutory duty to report to you.MATTERS OF CONCERN are as follows.†††††† The ELFT serious incident (SI) review report identified that, although Mr Largin was discharged to the Woodberry Wetlands neighbourhood rehabilitation team from the crisis (i.e. home treatment) team on 25 January 2022, the neighbourhood team did not allocate him to a team member until 3 February.†††††† The report also identified that, despite receiving an email from the Homerton University Hospital community rehabilitation team on 2 February, saying that Mr Largin had been seen on 1 February and was still very depressed, the crisis team failed to reassess him or to re-open his case to the crisis team, but instead referred the community team to the neighbourhood team.†††††† However, the SI report did not identify that the crisis team member who made the decision on 2 February simply to advise that Mr Largin should be dealt with by the neighbourhood team failed to record any reasons for her decision.†††††† The SI reviewer giving evidence in court said that the SI reviewing team had not even spoken to that crisis team member as part of their investigation, let alone fed back to her.      He said they did not at the time realise that she still worked for ELFT, though he accepted that it would have been an extremely straight forward matter to find out. The crisis team members manager gave evidence that she thought the relevant decision maker had left the team before Mr Largins death, so between 3 and 6 February 202 When I invited that manager to make a call while the inquest was ongoing to check, she later told me that the team member had not left the crisis team until 29 April 202††† It is believed, I was told, that there was a hot de-brief after Mr Largins death. However, no notes were made of that and no entry was made on Mr Largins medical record.†††††Thus, nobody from ELFT found out what the decision makers thinking had been, or what misconceptions she might have had that other staff members might share. The former crisis team member who made the decision still works for ELFT. As far as I could ascertain, her decision making concerning Mr Largin has never been discussed with her by ELFT managers.†††††The SI review also did not identify that members of the crisis team and the neighbourhood team did not share an understanding of how quickly the neighbourhood team aims to make contact with patients, to assist in their decision making about the correct pathway for a patient. In fact, a member of the neighbourhood team itself gave evidence about the response times that, I was told later, was not correct.††††† Finally, the operations lead for the neighbourhood team had great difficulty in giving me clear evidence about whether his team would or could refer a patient back to the crisis team if they felt the circumstances warranted. He demonstrated a lack of clarity on the point that I found very concerning.;;;;;;;
Ref: 2023-0029;Anna Loxton;NHS England and NHS Improvement;The MATTERS OF CONCERN are:-Zachary had a history of mental illness from childhood. His diagnosed conditions of Autistic Spectrum Disorder (ASD) and Emotionally Unstable Personality Disorder required care tailored to his neurodiverse needs. Concern was expressed by two Consultant Psychiatrists who cared for him in life, and the Court appointed Expert Consultant Psychiatrist, regarding the lack of consideration for those with neurodiverse conditions in the care options available, and the lack of availability of appropriate therapies;;;;;;;
Ref: 2022-0397;Kevin McLoughlin;HM Prison Wealstun and Ministry of Justice;N/A;;;;;;;
Ref: 2022-0355;Philip Barlow;HMP Belmarsh and Oxleas NHS Trust;N/A;;;;;;;
Ref: 2022-0364;Tom Osborne;Milton Keynes University Hospital and Central North West London NHS Trust;N/A;;;;;;;
Ref: 2022-0356;Simon Fox;Avon and Wiltshire Mental Health Trust;N/A;;;;;;;
Ref: 2022-0376;Catherine Cundy;HMRC;N/A;;;;;;;
Ref: 2022-0372;Steve Eccleston;"South Yorkshire West NHS Foundation Trust and NHS South Yorkshire Integrated Care Board
";N/A;;;;;;;
Ref: 2022-0381;Andre Rebello;North West Ambulance Service, Director of Publish Health and Police and Crime Commissioner;N/A;;;;;;;
Ref: 2022-0386;Karen Henderson;"Surrey University, NHS England, Universities Minister and University of Surrey
";N/A;;;;;;;
Ref: 2022-0393;Andrew Cox;Devon and Cornwall Constabulary;N/A;;;;;;;
Ref: 2022-0394;Jeremy Chipperfield;Durham County Council;N/A;;;;;;;
Ref: 2022-0331;Kevin McLoughlin;HMP Wakefield, Ministry of Justice;N/A;;;;;;;
Ref: 2022-0327;ME Hessel;Kent County Council;N/A;;;;;;;
Ref: 2022-0328;Andrew Hetherington;Department of Health and Social Care;N/A;;;;;;;
Ref: 2022-0330;Christopher Williams;"Department of Health and Social Care, Central and North West London NHS Foundation Trust
";N/A;;;;;;;
Ref: 2022-0339;Paul Cooper;"LPFT Legal Services and NAViGO Grimsby
";N/A;;;;;;;
Ref: 2022-0337;Graeme Hughes;South Wales Police;N/A;;;;;;;
Ref: 2022-0332;Rachael Griffin;NHS England, Oxleas NHS Foundation Trust, HMPPS and HMP YOI Portland;N/A;;;;;;;
Ref: 2022-0344;Lorraine Harris;Home Office, Ministry of Justice and Department of Health and Social Care;N/A;;;;;;;
Ref: 2022-0353;Guy Davies;Exeter University;N/A;;;;;;;
Ref: 2022-0343;Andrew Hetherington;Tees, Esk and Wear Valley NHS;N/A;;;;;;;
Ref: 2022-0291;David Reid;Practice Plus Group;N/A;;;;;;;
N/A;Caroline Topping;"Domestic Abuse Management Board Surrey Police and Children Services Surrey County
";N/A;;;;;;;
Ref: 2022-0297;John Ellery;Surrey and Borders Partnership;N/A;;;;;;;
Ref: 2022-0292;Karen Dilks;North East Ambulance Service;N/A;;;;;;;
Ref: 2022-0303;Nadia Persaud;NHS England;N/A;;;;;;;
Ref: 2022-0298;Anna Loxton;NHS England and NHS Improvement;N/A;;;;;;;
Ref: 2022-0307;David Lewis;Cheshire and Wirral Partnership NHS Foundation Trust;N/A;;;;;;;
Ref: 2022-0319;Anna Loxton;Department of Health and Social Care;N/A;;;;;;;
Ref: 2022-0315;Andrew Walker;Various (please see PFD report);N/A;;;;;;;
Ref: 2022-0323;Christopher Wilkinson;Highways England and Hampshire Highways;N/A;;;;;;;
Ref: 2022-0249;Stephen Nicholls;Swanage Medical Practice;N/A;;;;;;;
Ref: 2022-0256;Christopher Murray;Pennine Care NHS Foundation Trust;N/A;;;;;;;
Ref: 2022-0247;Penelope Schofield;Department of Health and Social Care;N/A;;;;;;;
Ref: 2022-0257;Chris Morris;Workforce and Corporate Business, Manchester University NHS Foundation Trust;N/A;;;;;;;
Ref: 2022-0266;Chris Morris;Department of Health and Social Care;N/A;;;;;;;
Ref: 2022-0262;Nadia Persaud;Royal College of Paediatrics & Child Health NHS England, Health Education England and Royal College of Psychiatrists;N/A;;;;;;;
Ref: 2022-0267;Stephen Nicholls;Levelling up and Home Office;N/A;;;;;;;
Ref: 2022-0270;Caroline Saunders;Aneurin Bevan University Heath Board;N/A;;;;;;;
Ref: 2022-0275;Catherine McKenna;NHS Greater Manchester Integrated Care;N/A;;;;;;;
Ref: 2022-0278;Joanne Andrews;Kent and Medway NHS Social Care Partnership Trust;N/A;;;;;;;
Ref: 2022-0235;Anna Loxton;National Police Chiefsí Council;N/A;;;;;;;
Ref: 2022-0207;Joan Broadbridge;Humber & North Yorkshire Health and Care Partnership and NHS England and NHS Improvement;N/A;;;;;;;
Ref: 2022-0202;Nigel Meadows;Alternative Futures Group, Safety Matters Ltd and A new company Safety Matters (Legal) Limited;N/A;;;;;;;
Ref: 2022-0204;Kevin McLoughlin;Practice Plus Group Health and Rehabilitation Services Limited;N/A;;;;;;;
Ref: 2022-0209;Kevin McLoughlin;Department of Health and Social are and South West Yorkshire Partnership NHS Foundation Trust;N/A;;;;;;;
Ref: 2022-0214;Andrew Bridgman;Department of Health and social Care and Priory;N/A;;;;;;;
Ref: 2022-0211;Paul Bennett;Hywel Dda University Health Board;N/A;;;;;;;
Ref: 2022-0220;Sean Cummings;HMP Bedford and The Prison Service;N/A;;;;;;;
Ref: 2022-0215;Adrian Farrow;Department of Health and Social Care and Greater Manchester Health and Social Care Partnership;N/A;;;;;;;
Ref: 2022-0231;Alison Longhorn;Devon Partnership NHS Trust;N/A;;;;;;;
Ref: 2022-0165;Richard Middleton;Somerset NHS Foundation Trust;N/A;;;;;;;
Ref: 2022-0159;Nadia Persuad;North East London NHS Foundation Trust and The Clinical Commissioning Group;N/A;;;;;;;
Ref: 2022-0163;Graeme Hughes;Powys Teaching Health Board and Powys County Council;N/A;;;;;;;
Ref: 2022-0187;Tim Holloway;Lancashire and South Cumbria NHS Foundation Trust, Blackpool Teaching Hospitals NHS Foundation Trust, Lancashire County Council, Nightingales Care Limited and Zion Care Limited;N/A;;;;;;;
Ref: 2022-0184;Kristen Heaven;HMP Swansea, Ministry of Justice and Swansea Bay University Health Board;N/A;;;;;;;
Ref: 2022-0166;Lydia Brown;NHS England and West London Mental Health NHS Trust;N/A;;;;;;;
Ref: 2022-0174;David Regan;Cwm Taf Morgannwg University Health Board;N/A;;;;;;;
Ref: 2022-0197;Russell Caller;The Portland Practice, Central and North West London NHS Foundation Trust, Imperial College health Care NHS Trust and West London NHS Trust;N/A;;;;;;;
Ref: 2022-0196;Christopher Wilkinson;South Western Railway and BTP Fatal Investigations Officer;N/A;;;;;;;
Ref: 2022-0192;Crispin Oliver;Hands of Light Academy;N/A;;;;;;;
Ref: 2022-0157;Jo Wharton;NHS England and NHS Tees Valley CCG;N/A;;;;;;;
Ref: 2022-0095;Sean McGovern;Coventry and Warwickshire Partnership NHS Trust;N/A;;;;;;;
Ref: 2022-0052;Robert Simpson;Govia Thameslink Railway Ltd and and Network Rail;N/A;;;;;;;
Ref: 2022-0086;Edwin Buckett;Minister for Care and Mental Health and National Inquiry into Suicide and Safety in Mental Health;N/A;;;;;;;
Ref: 2022-0073;James Adeley;Secretary of State for the Home Department;N/A;;;;;;;
Ref: 2022-0059;Sean Horstead;Essex Partnership University NHS Foundation Trust;N/A;;;;;;;
Ref: 2022-0101;Martin Fleming;Spire Harpenden Hospitala;N/A;;;;;;;
Ref: 2022-0105;Catherine Wood;Interweave;N/A;;;;;;;
Ref: 2022-0111;Rachel Syed;Greater Manchester Police and Independent Office for Police Conduct;N/A;;;;;;;
Ref: 2022-0117;John Broadbridge;Minister of State for Care and Mental Health, North Yorkshire CCG, Tees Esk and Wear Valleys NHS Foundation Trust and NHS England & NHS Improvement;N/A;;;;;;;
Ref: 2022-0031;Richard Travers;Surrey and Borders Partnership NHS Foundation Trust, Surrey County Council, Surrey Heartlands CCG, National Child Safeguarding Review Panel, SoS for Education and SoS for Health and Social Care;N/A;;;;;;;
Ref: 2022-0030;Lydia Brown;Home Office;N/A;;;;;;;
Ref: 2022-0011;Robert Cohen;North Cumbria Integrated Care NHS Foundation Trust and EMIS Group;N/A;;;;;;;
Ref: 2022-0036;Henrietta Hill QC;Broadgate General Practice and General Medical Council;N/A;;;;;;;
Ref: 2022-0023;Zak Golombeck;Universities and Colleges Admissions Service (UCAS);N/A;;;;;;;
Ref: 2022-0009;Michelle Brown;NHS England and Essex Partnership University Trust;N/A;;;;;;;
Ref: 2022-0032;Guy Davies;Youth Justice Board for England and Wales;N/A;;;;;;;
Ref: 2022-0038;Chris Morris;Secretary of State for Health and Social Care;N/A;;;;;;;
Ref: 2022-0044;Anna Morris;Secretary of State for Health and Social Care and Greater Manchester Health and Social Care Partnership;N/A;;;;;;;
Ref: 2022-0049;Jacqueline Lake;Hellesdon Hospital;N/A;;;;;;;
Ref: 2021-0408;Karen Henderson;Secretary of State for Education;N/A;;;;;;;
Ref: 2021-0409;Sean McGovern;Coventry and Warwickshire Partnership Trust;N/A;;;;;;;
Ref: 2021-0407;Brendan Allen;Secretary of State for Defence;N/A;;;;;;;
Ref: 2021-0406;Alan Wilson;Minister for Care and Mental Health, Department of Health & Social Care;N/A;;;;;;;
Ref: 2021-0416;Dr Elizabeth Didcock;Heathcotes Group and Care Quality Commission;N/A;;;;;;;
Ref: 2021-0411;Jason Wells;Mitie Care and Custody Ltd and Greater Manchester Police;N/A;;;;;;;
Ref: 2021-0427;Andrew Harris;HM Prison and Probation Service;N/A;;;;;;;
Ref: 2022-0001;Caroline Saunders;Ministry of Justice and HM Prison Usk;N/A;;;;;;;
Ref: 2022-0005;Philip Holden;Lancashire and South Cumbria NHS Foundation Trust;N/A;;;;;;;
Ref: 2021-0429;John Hobson;Network Rail;N/A;;;;;;;
Ref: 2021-0359;John Gittins;BCUHB;N/A;;;;;;;
Ref: 2021-0365;Kevin McLoughlin;Leeds and York Partnership NHS Foundation Trust;N/A;;;;;;;
Ref: 2021-0355;Kevin McLoughlin;David Ake & Co Solicitors;N/A;;;;;;;
Ref: 2021-0357;Nadia Persaud;North East London Foundation Trust;N/A;;;;;;;
Ref: 2021-0381;Dr Sarah-Jane Richards;University of South Wales;N/A;;;;;;;
Ref: 2021-0396;Chris Morris;Secretary of State for Health and Social Care;N/A;;;;;;;
Ref: 2021-0378;Katie Sutherland;Cardiff University;N/A;;;;;;;
Ref: 2021-0398;Heidi Connor;Army Headquarters;N/A;;;;;;;
Ref: 2021-0399;Heidi Connor;John Radcliffe Hospital;N/A;;;;;;;
Ref: 2021-0405;Janine Wolstenholme;HMP Wakefield and Minister of State for Prisons and Probation;N/A;;;;;;;
Ref: 2021-0306;Caroline Saunders;The Medical Centre;N/A;;;;;;;
Ref: 2021-0354;Emma Serrano;North Staffordshire Combined Healthcare and NHS England;N/A;;;;;;;
Ref: 2021-0317;Ian Pears;Calderdale Council;N/A;;;;;;;
Ref: 2021-0324;Nigel Meadows;Prestwich Hospital;N/A;;;;;;;
Ref: 2021-0318;James Thompson;HMP Durham;N/A;;;;;;;
Ref: 2021-0343;Andrew Cox;Cornwall Partnership (Foundation) Trust;N/A;;;;;;;
Ref: 2021-0332;Dr Julian Morris;Lord Chancellor and Secretary of State for Justice, Secretary of State for Health and Social Care, HMP Belmarsh and Oxleas NHS Foundation Trust;N/A;;;;;;;
Ref: 2021-0349;Nigel Meadows;Prestwich Hospital and The Droylsden Road Family GP Practice;N/A;;;;;;;
Ref: 2021-0353;Jacqueline Lake;Hellesdon Hospital;N/A;;;;;;;
Ref: 2021-0344;Kevin McLoughlin;Leeds and York Partnership NHS Foundation Trust;N/A;;;;;;;
Ref: 2021-0264;Emma Serrano;NHS England and North Staffordshire Combined Healthcare Trust;N/A;;;;;;;
Ref: 2021-0271;Graeme Irvine;Department of Health and Social Care and St Pancras Hospital;N/A;;;;;;;
Ref: 2021-0272;Lydia Brown;Grassy Meadow Care Centre;N/A;;;;;;;
Ref: 2021-0273;Michelle Brown;EPUT and NHS England;N/A;;;;;;;
Ref: 2021-0261;Andrew Haigh;Staffordshire Police;N/A;;;;;;;
Ref: 2021-0260;Caroline Jones;"Department of Health and Social Care, Public Health England and Royal College of Psychiatrists
";N/A;;;;;;;
Ref: 2021-0304;Scott Matthewson;Secretary of State for Health;N/A;;;;;;;
Ref: 2021-0299;Tom Osborne;Secretary of State for Health and Social Care;N/A;;;;;;;
Ref: 2021-0293;Alison Mutch;Stockport Clinical Commissioning Group and NHS England;N/A;;;;;;;
Ref: 2021-0281;Nicola Mundy;National Probation Service;N/A;;;;;;;
Ref: 2021-0243;Mary Hassell;Church of England and Catholic Standards Safeguarding Agency;N/A;;;;;;;
Ref: 2021-0203;Ian Arrow;Devon Partnership Trust and Devon County Council;N/A;;;;;;;
Ref: 2021-0200;Mary Burke;Mid Yorkshire Hospitals NHS Trust and South West Yorkshire Partnership NHS Trust;N/A;;;;;;;
Ref: 2021-0198;Chris Morris;Secretary of State for the Home Department;N/A;;;;;;;
Ref: 2021-0220;Peter Nieto;Linden Medical Group ñ Stapleford Care Centre and NHS Nottingham and Nottinghamshire Clinical Commissioning Group;N/A;;;;;;;
Ref: 2021-0209;James Healy-Pratt;Sussex Partnership NHS Foundation Trust and East Sussex County Council;N/A;;;;;;;
Ref: 2021-0206;Derek Winter DL;Tyne and Wear NHS Foundation Trust;N/A;;;;;;;
Ref: 2021-0231;Paul Cooper;Chief Constable of Lincolnshire;N/A;;;;;;;
Ref: 2021-0237;Sonia Hayes;North East London NHS Foundation Trust ñ Child & Adult Mental Health Services;N/A;;;;;;;
Ref: 2021-0235;Maria Voisin;Avon and Wiltshire Mental Health Partnership NHS Trust and Minister for Patient Safety, Suicide Prevention and Mental Health;N/A;;;;;;;
Ref: 2021-0180;Tom Osborne;Minister of State for Prisons;N/A;;;;;;;
Ref: 2021-0183;Catherine McKenna;Pennine Care NHS Foundation Trust;N/A;;;;;;;
Ref: 2021-0177;Alan Blunsdon;Kent Police;N/A;;;;;;;
Ref: 2021-0179;Ian Brownhill;HMP Elmley and Director General ñ Prisons;N/A;;;;;;;
Ref: 2021-0186;Nicholas Moss QC;Royal Pharmaceutical Society, General Pharmaceutical Council, Company Chemistsí Association and NHS England;N/A;;;;;;;
Ref: 2021-0185;Nicholas Moss QC;British Transport Police and Network Rail;N/A;;;;;;;
Ref: 2021-0184;Nicholas Moss QC;Cambridgeshire and Peterborough Foundation Trust, Cambridgeshire County Council and National Police Chiefsí Council;N/A;;;;;;;
Ref: 2021-0187;Samantha Marsh;A2Dominion of The Point;N/A;;;;;;;
Ref: 2021-0189;Tom Osborne;Lord Chancello;N/A;;;;;;;
Ref: 2021-0191;David Reid;HMP Long Lartin;N/A;;;;;;;
Ref: 2021-0171;Sonia Hayes;Oxford Health NHS Trust;N/A;;;;;;;
Ref: 2021-0167;Zak Golombeck;EMIS Health | NICE | Royal College of GPs;N/A;;;;;;;
Ref: 2021-0117;Caroline Topping;Surrey and Borders Partnership;N/A;;;;;;;
Ref: 2021-0109;Adrian Farrow;Greater Manchester Mental Health NHS Foundation Trust;N/A;;;;;;;
Ref: 2021-0126;Chris Morris;SoS for Health and Social Care;N/A;;;;;;;
Ref: 2021-0125;Lorraine Harris;Practice Plus Group and Resuscitation Council UK;N/A;;;;;;;
Ref: 2021-0124;Sean Horstead;NHS Norfolk and Waveney CCG;N/A;;;;;;;
Ref: 2021-0155;Christopher Murray;Greater Manchester Mental Health and NHS England;N/A;;;;;;;
Ref: 2021-0136;Anna Loxton;Sussex Partnership NHS Foundation Trust;N/A;;;;;;;
Ref: 2021-0164;Nadia Persaud;North East London Foundation Trust;N/A;;;;;;;
Ref: 2021-0059;Graeme Irvine;Dept. of Health and Social Care and North East London NHS Foundation Trust;N/A;;;;;;;
