coroner_concerns,coroner_name,reff_id,report_sent_to
"<td class=""govuk-table__cell""><strong>CORONER’S CONCERNS</strong> <em> </em> <br>During the course of the inquest the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to report to you. <br><br>The <strong>MATTERS OF CONCERN </strong>are as follows:<br>1. During the inquest evidence was heard that:<br><em> </em><br>i. There is no regulation of counsellors in England and Wales and this could lead to future deaths.<br><em> </em><br>ii. [REDACTED] is a private counsellor with 30 years’ experience who provided support to Marnie prior to her death. She confirmed that counselling is not a regulated professional and there are courses available at a cost of £29 for a 6 week course, after which a person can receive a diploma and call themselves a counsellor. There is no requirement for them to do further training or continual professional development. There are no rules or regulations about how counsellors should operate, for example how they keep and share records.<br><em> </em><br>iii. Information shared by an individual to a counsellor may disclose a risk of self harm or suicide, or harm to another and there is no requirement for a counsellor to report that information to any third party.<br><em> </em><br>iv. [REDACTED] gave evidence that the lack of regulation and licensing of counsellors could lead to a lot of damage being done to individuals seeking help and that this could present a risk to life as there is no regulation around informing medical professionals or others who can provided further support and care to the individual.<br><em> </em><br>v. Evidence  was  also given by [REDACTED] , one of the GPs who provided care to Marnie, that receipt of records from others such as counsellors, especially at the end of the counselling, would assist her in providing care to patients.<br><em> </em><br>2. I have concerns with regard to the following:<br><em> </em><br>i.  There is a risk of future deaths occurring due to the lack of regulation of the counselling profession.</td>",Coroner name: Rachael Griffin,Ref: 2023-0388,This report is being sent to: Department of Health and Social Care
"<td class=""govuk-table__cell""><strong>CORONER’S CONCERNS</strong>   <br>During the course of the inquest, evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths could occur unless action is taken. In the circumstances it is my statutory duty to report to you.   <br><br><strong>The MATTERS OF CONCERN are as follows:</strong><br>(1) I received evidence confirming the absence of any agreed protocol relating to timescales for a suspect to be informed by the police of a decision to take no further action in respect of allegations made against them. At the conclusion of the Inquest, it was confirmed that this was the position both at the time of Mr Condron’s death in November 2017 and at the conclusion of the Inquest in September 2023.<br> <br>(2)  I received evidence that at a National Level, the Victim’s Code of Practice provides that a victim has a right to be informed of key decisions in an investigation within 5 working days, or within 1 working day if they are eligible for Enhanced Rights. This includes a decision by the police to take no further action in respect of the allegations they have made. There is no such code of practice in respect of informing suspects of the same.<br> <br>(3)  I have concerns that further self-inflicted deaths will occur in circumstances where a suspect is not informed, within a specified time period, of a decision to take no further action in respect of allegations made against them.</td>",Coroner name: Charlotte Keighley,Ref: 2023-0374,This report is being sent to: Cheshire Police | National College of Policing | National Police Chief’s Council
"<td class=""govuk-table__cell""><strong>CORONER’S CONCERNS</strong> <strong> </strong> <br>During the course of the inquest the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to report to you. <strong> </strong> <br><br>The <strong>MATTERS OF CONCERN</strong> are as follows. <br>The inquest heard evidence of the distress caused to Holly and the impact on her health by the long waits to be seen by gastroenterologists and gynaecologists within the NHS. The evidence heard was that post- Covid, the waiting times to be seen in both specialities unless the referral was on the two-week cancer wait had grown significantly across England. As an illustration the inquest was told that pre-Covid, the average wait for a routine gynaecology referral was 18 weeks. Now in England the wait was often in excess of 12 months. Even an urgent referral would often involve a wait of over 40 weeks. This was leading to delays in diagnosis and treatment even in those with significant/severe health conditions.</td>",Coroner name: Alison Mutch,Ref: 2023-0390,This report is being sent to: NHS England
"<td class=""govuk-table__cell""><strong><u>CORONER’S CONCERNS</u></strong> <strong> </strong> <br>During the course of the inquest the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to report to you. <strong> </strong> <br><br>The <strong>MATTERS OF CONCERN </strong>are as follows <br>1.       There was a limited risk assessment and risk management plan documented for Gerard on ward B2 now Beech ward<br>2.       There was an inadequate door board system for monitoring the return of patients after unescorted leave on ward B2. The same arrangements remain currently, despite the ward move to Beech ward on new premises<br>3.       There was extremely limited family and carer involvement in Gerard’s care, with no involvement in the care plan, nor involvement in ward rounds on ward B2 now Beech ward<br>4.       There was limited awareness of the ligature risk reduction pathway by staff on B2 now Beech ward<br><strong> </strong><br>I am not reassured that necessary actions to address these serious issues identified are in place.</td>",Coroner name: Elizabeth Didcock,Ref: 2023-0391,This report is being sent to: Nottinghamshire Healthcare NHS Foundation Trust
"<td class=""govuk-table__cell""><strong><u>CORONER’S CONCERNS</u></strong><br>During the course of the investigation my inquiries revealed matters giving rise to concern. In my opinion there is a risk that future deaths could occur unless action is taken. In the circumstances it is my statutory duty to report to you.<br><strong> </strong><br>The <strong>MATTERS OF CONCERN </strong>are as follows.<br><strong> </strong><br>(1)  The serious incident investigation by the Trust has been substantially delayed. Sarah died on the 10th of July 2022 and the Trust confirmed to the Coroner’s service that there was to be a serious incident investigation on the 26th July 2022. The serious incident investigation remained unallocated and with no timeframe for completion for over 7 months and on the 13th of March 2023 as this remained the position I listed this case for Inquest on the 24th of April 2023. On the 17th April 2023 I was alerted by deceased’s family to possible progress in respect of the serious incident investigation in this case, subsequent to their formal complaint to the Trust. After making enquiries of the Trust I was informed that the report would be available at the end of May 2023 and I therefore acceded to a family request to adjourn the final hearing given the short delay this would cause. On the 25th of April 2023 the Coronial service was informed that in fact that it was unlikely that the report would be finalised by May and would be’ likely end of July/August time’. On the 26th of June I was informed that the report would now not be available until the ‘end of September/beginning of October’ and that the initial dates given were “too ambitious”. The case was listed to commence on the 16th of November 2023 on that basis. On the 28th of July the deceased’s family notified me of a likely further delay in the report being available due to the author’s sick leave from work. The Trust offered reassurance that the report remained due ‘end of September/beginning of October’. On the 28th of September a Pre Inquest Review Hearing was held in relation to a separate discrete issue and I was informed that the report was to be further delayed and would not be available until the end of October.<br><strong> </strong><br>(2)  The NHS framework sets out clearly a timescale of 60 working days for the completion of investigation reports and highlights the importance of working in an open, honest and transparent way. One of the key underpinning principles in the management of all serious incidents is that they should be timely and responsive. The purpose of the investigation is to ensure that weaknesses in a system or process are identified to understand what went wrong, how it went wrong and what can be done to prevent similar incidents occurring again.<br><strong> </strong><br>(3)  If the final version report is received by the end of October it will be some 15 months since Sarah’s death and some 13 months outside the NHS framework. This is neither timely nor responsive.<br><strong> </strong><br>(4)  I have previously issued a PFD report in relation to this issue as has the Senior Coroner for Durham and Darlington, Mr Chipperfield, who stated that Tees Esk and Wear Valleys NHS Foundation Trust routinely fails, to employ, in a timely way, nationally recognised process and procedure designed to prevent avoidable death. In permitting delay of “serious incident” investigations, TEWV may: (i) permit lethal hazard to persist for longer than necessary; and (ii) compromise the quality of such investigations and hence their value in preventing avoidable deaths.<br><strong> </strong><br>(5)  I am concerned that these dangers persist, despite the Trust’s response to previous PFD reports and their assurances that remedial action was being taken to eradicate the delays, and as a result it is my statutory duty to make this further report.</td>",Coroner name: Janine Richards,Ref: 2023-0383,"This report is being sent to: Tees, Esk and Wear Valleys NHS | Care Quality Commission"
"<td class=""govuk-table__cell""><strong><u>CORONER’S CONCERNS</u></strong> <strong> </strong> <br>During the inquest, the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths could occur unless action is taken. In the circumstances it is my statutory duty to report to you. <strong> </strong> <br><br>The <strong>MATTERS OF CONCERN </strong>are as follows.<br>The absence of intravenous anti-depressant medication for those in need, who cannot for physical reasons take the medication orally. The evidence I heard confirmed the existence of intravenous anti-depressants in Europe but not in the United Kingdom.</td>",Coroner name: Priya Malhotra,Ref: 2023-0410,This report is being sent to: Medicines and Healthcare products Regulatory Agency
"<td class=""govuk-table__cell""><strong><u>CORONER’S CONCERNS</u></strong><br>During the course of the inquest the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to report to you.<br><br>The <strong>MATTERS OF CONCERN </strong>are as follows:<br>(1) The evidence shows that there were opportunities to engage with Mr Huber and fully assess his risk and needs, these were not taken; in addition, multi-agency and multi-disciplinary discussions to consider Mr Huber’s situation and how organisations could work together to address<br>the concerns and risks were not conducted.</td>",Coroner name: Philip Spinney,Ref: 2023-0424,This report is being sent to: Devon County Council
"<td class=""govuk-table__cell""> <strong><u>CORONER’S CONCERNS</u></strong><br>The evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to report to you.<br> <br>The <strong>MATTERS OF CONCERN </strong>are as follows:<br>Current DWP procedures may not be practical for those with mental health illness and can exacerbate symptoms. I heard evidence that:<br> <br>1.     The number of and length of DWP forms required to be completed can be overwhelming for someone with a mental health illness. This is perpetuated if the applicant cannot get help to complete the paperwork.<br>2.     There are long telephone queues to speak to a DWP advisor.<br>3.     Having to travel long distances for appointments can be detrimental for those with a mental health illness.</td>",Coroner name: Kirsty Gomersal,Ref: 2023-0429,This report is being sent to: Department for Work and Pensions
"<td class=""govuk-table__cell""><strong><u>CORONER’S CONCERNS</u></strong><br>During the course of the inquest the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to report to you.<br><em> </em><br>The <strong>MATTERS OF CONCERN </strong>are as follows.<br>The evidence revealed that as from at least February 2020, BM had registered with, &amp; was engaging in discussion forums [REDACTED].<br>This website was mentioned in an earlier PFD Report dated 3.12.19 (copy annexed).<br><em> </em><br>The engagement that BM had with the website encompassed her discussing &amp; seeking advice from fellow users in respect of, methods of self-harm/suicide including the purchasing &amp; use of the substance [REDACTED]. This was the substance used by BM which led to her death.<br><em> </em><br>The concern here is that this site &amp; potentially similar self-harm &amp; suicide “facilitating, or promoting” sites are accessible/available to those, such as BM who are vulnerable, due to their diagnosed, or otherwise mental illness &amp; provided with an outlet/forum to source &amp; acquire information that potentially equips them with the knowledge &amp; means to either complete suicide, or place them in grave/greater danger of doing so.<br><em> </em><br>I believe that consideration ought to be given to the impact such access/availability has upon those vulnerable individuals researching/contemplating acts of self-harm &amp; whether, &amp; what action(s) may be taken to remove/limit/mitigate/educate such access/availability.</td>",Coroner name: Graeme Hughes,Ref: 2023-0409,"This report is being sent to: Department for Digital, Culture, Media and Sport | Ofcom | Welsh Health Minister "
"<td class=""govuk-table__cell""><strong><u>CORONER’S CONCERNS</u></strong> <br>During the course of the inquest the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to report to you.<br><br>The <strong>MATTERS OF CONCERN </strong>are as follows.<br><strong> </strong><br>(1)    Triage documentation was not fully completed.<br><strong> </strong><br>(2)   The patient was not telephoned as requested and as advised they would be.<br><strong> </strong><br>(3)   The Inquest was advised the triage Doctor was not aware of the waiting time for a routine appointment (4-6 weeks) nor did he consider the transcript of the telephone call.<br><strong> </strong><br>(4)  The Deceased died on the 5th June 2023.  The Inquest was told that a significant event meeting on the 9th August 2023 had indicated a review of protocol criteria for triaging patients with mental health problems was being undertaken . The Inquest was held on the 27th September 2023 no revised protocol was advised .</td>",Coroner name: Hugh Bricknell,Ref: 2023-0371,This report is being sent to: Hereford Medical Group
"<td class=""govuk-table__cell""><strong>CORONER’S CONCERNS</strong><br>During the course of the investigation my inquiries revealed matters giving rise to concern. In my opinion there is a risk that future deaths could occur unless action is taken. In the circumstances it is my statutory duty to report to you.<br> <br>The <strong>MATTERS OF CONCERN </strong>are as follows:<br>(brief summary of matters of concern)<br> <br>HMP Aylesbury transitioned from a High Security Young Offenders Institution (a role it had undertaken for many years) into a Category C Training Prison after the time in which Haik Nikolyan had been an inmate. This has led to a quite different cohort of prisoners with different and additional issues to be addressed in their management and healthcare needs.<br> <br>Staffing changes have also occurred over the period, although the physical prison infrastructure is largely the same with some wing refurbishments being undertaken from time to time.<br> <br>Healthcare provision is also being undertaken by different providers today.<br> <br>Following the conclusion in March this year of an Inquest into the death of another young prisoner, Anthony McNally, at Aylesbury (which occurred in January 2021), a letter was written by me to the Governor in which I noted, inter alia, that the evolution to Category C status required time and resources and was not without significant challenges going forward.<br> <br>I was then (as now) interested to hear that appropriate resources continued to be sought and deployed by the prison to continue the work, from prison and healthcare perspectives, adapting to the Category C status, ensuring the safety and wellbeing of prisoners, staff and those with cause to visit the prison going forward.<br> <br>Some three months further on, my concerns are heightened to the extent that a death may result in a variety of circumstances through the continuing significant issues HMP Aylesbury is encountering in recruitment and retention of experienced prison staff, particularly Grade 3 officers.<br> <br>Although initial steps are being taken towards implementation of a new neurodiversity plan, including the management of prisoners with autistic traits (pertinent to the circumstances of the death of Haik Nikolyan in 2019) and some recruitment has just taken place, without appropriate resources specifically in this area and within the broader staff cohort, there will be difficulties in maintaining this important work.<br> <br>The evidence heard at this Inquest in July 2023 indicates that general staffing levels are likely to impact upon the operation of the daily regime, training and reaction to individual incidents, against a background of increasing levels of violence and access to illicit substances, resulting from the changing cohort of longer-term and older prisoners within this Category C institution.<br> <br>The indication in evidence was that addressing these issues and continuing to address these issues is a matter for His Majesty’s Prisons and Probation Service, working with HMP Aylesbury.</td>",Coroner name: Crispin Butler,Ref: 2023-0340,This report is being sent to: Prison and Probation Service
